ID,ActFB,apCAF,CycFB,CytFB,DerFB,DevFB,EpiFB,FCC,FCPC,iCAF,LipFB,MetFB,myoCAF,PapFB,ProFB,UniFB
TCGA.GS.A9TY.01,0.302411823,-0.54750947,0.527607113,-0.486076325,0.46429993,0.054308104,0.094025916,0.320848611,0.34025135,0.453086084,-0.335901489,-0.146778976,-0.257282396,-0.469951639,-0.442151527,-0.074882625
TCGA.DG.A2KJ.01,0.349420282,-0.610000186,0.454421715,-0.485738803,0.416685035,0.137509173,0.255162867,0.073336132,0.363766191,0.408202461,-0.277840905,-0.036032883,-0.084829057,-0.430274155,-0.506800745,0.085900267
TCGA.ZC.AAAH.01,0.218335566,-0.536771885,0.498411893,-0.485599065,0.45340402,-0.032416632,0.071676871,0.015589326,0.151774029,0.403289801,-0.327318779,-0.194303658,-0.242380639,-0.456002313,-0.492455769,-0.21856587
TCGA.X7.A8M6.01,0.259045997,-0.562908222,0.486366203,-0.485038215,0.467693036,-0.015455312,0.150436248,-0.004472922,0.247384983,0.40016925,-0.299188984,-0.11483003,-0.18073666,-0.456200141,-0.513171386,-0.156483963
TCGA.D6.A6EN.01,0.42596754,-0.558627996,0.522181304,-0.484823276,0.535815828,0.170054611,0.324202704,0.481293733,0.524032775,0.498164033,-0.284335394,0.042975092,-0.056484172,-0.45562951,-0.424231718,0.127855897
TCGA.A5.A2K5.01,0.338550604,-0.605832028,0.539392121,-0.484276298,0.393981718,0.058490899,0.348245125,0.104982168,0.33180852,0.344943529,-0.289223966,0.007486308,-0.117676857,-0.43470488,-0.506891995,-0.131798425
TCGA.TN.A7HI.01,0.263621907,-0.594043594,0.493103306,-0.483956757,0.456584009,-0.017926057,0.249995938,0.193137497,0.341599805,0.378146629,-0.313514891,-0.062174343,-0.185246906,-0.442222562,-0.47890835,-0.166316977
TCGA.AA.3685.01,0.284447933,-0.529291528,0.532083492,-0.483833424,0.471272664,0.190822112,0.032635885,0.404450983,0.388994588,0.411777909,-0.290808092,-0.120070628,-0.200824697,-0.419834097,-0.3923948,-0.023497248
TCGA.XU.A932.01,0.152265547,-0.550938324,0.463782174,-0.483179168,0.487396321,-0.069349501,0.035639435,0.019941432,0.166867071,0.383979069,-0.293664487,-0.164732518,-0.274200695,-0.458627024,-0.493640151,-0.270742525
TCGA.FF.8043.01,0.283941111,-0.514633877,0.502981168,-0.480978497,0.44615101,0.082783128,0.065953314,0.265985995,0.304187007,0.404996828,-0.315450784,-0.160195513,-0.246733439,-0.461846427,-0.438672096,-0.073242662
TCGA.09.1659.01,0.378997808,-0.572329631,0.63153569,-0.48088575,0.589347502,0.256347032,0.146279061,0.335004501,0.484576816,0.52342088,-0.304969417,-0.129254036,-0.197307237,-0.442578844,-0.479225591,0.085578989
TCGA.LL.A7SZ.01,0.324008781,-0.607974863,0.442322905,-0.480511705,0.42149897,0.113765459,0.273356367,0.137175993,0.374242875,0.420517429,-0.304664638,0.001134939,-0.243268518,-0.450236547,-0.501619229,0.140239775
TCGA.DF.A2KV.01,0.319237558,-0.582425489,0.481989725,-0.480123113,0.437434578,-0.034013259,0.344356461,0.14797597,0.377851337,0.388444728,-0.329236516,-0.069611092,-0.227520943,-0.448286251,-0.508240464,-0.163473446
TCGA.Q1.A5R2.01,0.308070149,-0.620282249,0.441385187,-0.480038036,0.417250368,0.062407544,0.224948018,0.260178363,0.370363768,0.398683216,-0.286616855,0.019283538,-0.199865338,-0.461895882,-0.470835781,0.043237503
TCGA.ZB.A96O.01,0.113550226,-0.526405447,0.464903521,-0.479034862,0.478033177,-0.109491237,-0.024527889,-0.028069172,0.085079627,0.382906392,-0.315441419,-0.224965847,-0.297994545,-0.467526184,-0.494247155,-0.296919527
TCGA.BC.A69H.01,0.383096983,-0.586778864,0.518527014,-0.478946689,0.515177396,0.16720253,0.234161652,0.305906393,0.403054095,0.457500308,-0.21359933,0.007325667,-0.108300589,-0.442829079,-0.458275225,0.122047912
TCGA.FF.8061.01,0.365213436,-0.502404741,0.548072704,-0.478826031,0.510966153,0.057279792,0.103599352,0.377393971,0.395305021,0.444936737,-0.304733882,-0.14884955,-0.238718188,-0.471872558,-0.433667292,-0.009896573
TCGA.ZC.AAA7.01,0.260482089,-0.553362236,0.479664601,-0.478734602,0.463031161,0.049690916,0.106539016,0.183607539,0.349067546,0.458748693,-0.328653433,-0.142740515,-0.224071699,-0.473351202,-0.477723802,-0.009857791
TCGA.QF.A5YS.01,0.212864077,-0.593150125,0.396683106,-0.478488114,0.385633581,-0.079187332,0.224937195,-0.012690053,0.287285804,0.338143113,-0.33084111,-0.112802915,-0.259736914,-0.432171779,-0.519550648,-0.238521978
TCGA.AJ.A3BI.01,0.380765535,-0.588665396,0.523652901,-0.478303482,0.45677808,0.117985514,0.357112063,0.151154441,0.396745388,0.434776885,-0.279479257,0.022672073,-0.066021657,-0.426301602,-0.501190447,0.047682496
TCGA.X7.A8DD.01,0.192574506,-0.55252691,0.507726268,-0.477793794,0.464648658,-0.118434387,0.063105288,-0.02978843,0.169882386,0.422273823,-0.302971393,-0.168864729,-0.237344129,-0.450681376,-0.496933266,-0.207845383
TCGA.CV.A6K1.01,0.327071967,-0.560025376,0.466751828,-0.477730609,0.424044102,0.113831334,0.240364988,0.438634233,0.423812668,0.38332316,-0.275379262,0.00107722,-0.166763405,-0.463869378,-0.386201675,-0.005539753
TCGA.DC.6155.01,0.370188357,-0.571850688,0.490231729,-0.477563111,0.448234464,0.220804796,0.30736756,0.233783256,0.398221134,0.437171418,-0.242938693,0.010971025,0.003043425,-0.416025883,-0.457114287,0.14124321
TCGA.CM.4744.01,0.361010138,-0.516513403,0.605869099,-0.477198078,0.555750312,0.163613289,0.152146096,0.450124863,0.444024574,0.490149378,-0.278271595,-0.081662669,-0.150675898,-0.42044376,-0.367944241,-0.047136471
TCGA.GU.A763.01,0.305022417,-0.584921915,0.552029073,-0.476991963,0.534469592,0.037703837,0.188048704,0.225377847,0.353139048,0.470490625,-0.246630325,-0.059310606,-0.223030123,-0.455467512,-0.480832349,-0.047894619
TCGA.DK.AA75.01,0.11646224,-0.543742015,0.451367623,-0.47623228,0.303168393,-0.004990145,0.210929849,0.024539193,0.014332928,0.12584118,-0.266637264,-0.12817323,-0.24567832,-0.426325414,-0.444598713,-0.397792689
TCGA.X7.A8M7.01,0.144188047,-0.541894426,0.451897436,-0.476031361,0.427531125,-0.111712763,0.009298552,-0.07308107,0.081298337,0.376498896,-0.323021947,-0.212798503,-0.268415001,-0.453176262,-0.496732612,-0.287462861
TCGA.AG.3892.01,0.207564557,-0.51700324,0.463267104,-0.475931742,0.388176115,0.058634983,-0.003322345,0.398574396,0.376636374,0.328574833,-0.325508338,-0.15988158,-0.247979071,-0.408104883,-0.362056137,-0.068075055
TCGA.RQ.AAAT.01,0.26055367,-0.529191031,0.515061504,-0.475740239,0.482557784,0.159797434,0.130964756,0.314316197,0.273442862,0.414309615,-0.313788531,-0.159626398,-0.225083098,-0.455999133,-0.433470158,-0.178510714
TCGA.2G.AAFM.01,0.253425121,-0.575683624,0.511647386,-0.475629242,0.434723925,-0.064455061,0.17454658,0.309813337,0.333641177,0.34507508,-0.315851475,-0.135817417,-0.279646969,-0.451471503,-0.443882439,-0.160015935
TCGA.3G.AB0T.01,0.141917276,-0.54524515,0.417908896,-0.4756084,0.450023164,-0.129752297,0.067482018,-0.057577726,0.160801609,0.375499557,-0.305048634,-0.149934841,-0.208443758,-0.448872442,-0.488382629,-0.299299341
TCGA.G8.6914.01,0.38290571,-0.541401544,0.501485773,-0.475497149,0.46482155,0.088242026,0.131476193,0.307209829,0.420576328,0.472769866,-0.327645707,-0.075668215,-0.239703072,-0.472577547,-0.458423151,0.218628671
TCGA.4Z.AA7W.01,0.373969828,-0.573585575,0.444484466,-0.47538228,0.476817364,0.158704422,0.271702875,0.394075753,0.493481925,0.465608515,-0.298588586,0.034483778,-0.066884597,-0.451895425,-0.451589689,0.139955414
TCGA.A6.6780.01,0.099041833,-0.507561944,0.403386735,-0.474479585,0.367974982,-0.0591076,-0.074376571,0.372163781,0.241622221,0.235652167,-0.343368479,-0.218990188,-0.347056087,-0.443801645,-0.371357826,-0.158256897
TCGA.2G.AAFL.01,0.059459487,-0.568090753,0.341769035,-0.473980081,0.246684791,-0.204122601,0.066655464,0.079388511,0.089830787,0.209917616,-0.357424297,-0.199161999,-0.299200856,-0.441235502,-0.453584038,-0.269610589
TCGA.XM.AAZ1.01,0.051613314,-0.539605382,0.42258452,-0.473925207,0.409627921,-0.127485799,0.000738611,-0.107275544,-0.079081104,0.2184035,-0.302342222,-0.188115494,-0.323002834,-0.451869999,-0.486797499,-0.385502115
TCGA.C5.A1ME.01,0.379483933,-0.556553668,0.515950125,-0.473682946,0.465863092,0.188013317,0.22803843,0.361417124,0.426430825,0.450129803,-0.328577858,-0.040474583,-0.039827005,-0.429066767,-0.45001298,0.094309776
TCGA.G8.6909.01,0.391940315,-0.497960965,0.534170577,-0.473193444,0.491531432,0.095102315,0.091669532,0.372967067,0.400476589,0.4531666,-0.311917296,-0.139162299,-0.238129562,-0.480437423,-0.438092957,-0.022578794
TCGA.QS.A5YQ.01,0.260405465,-0.573417043,0.44167426,-0.472686853,0.399783973,-0.097565112,0.303295006,-0.055588554,0.28424687,0.38534808,-0.319050404,-0.112346859,-0.248364011,-0.433489275,-0.528345276,-0.164725032
TCGA.29.1784.01,0.196240165,-0.528477771,0.501969288,-0.471553289,0.404274211,0.197215683,-0.03700729,0.188513299,0.242309105,0.269703035,-0.31349788,-0.216833981,-0.260968001,-0.433741474,-0.430960109,-0.18743825
TCGA.VB.A8QN.01,0.21596338,-0.450783206,0.458779023,-0.471520324,0.487872611,-0.133394476,-0.042339256,0.393819042,0.295056314,0.401199746,-0.344941574,-0.242688555,-0.335012012,-0.473611227,-0.3588436,-0.152097754
TCGA.D6.A6EK.01,0.377555592,-0.553803871,0.482774084,-0.470592581,0.476272026,0.261625696,0.262258677,0.41402194,0.436946993,0.4451866,-0.301992921,0.037358331,-0.082151493,-0.440174744,-0.419390392,0.151217577
TCGA.JU.AAVI.01,0.406668265,-0.53223984,0.521839507,-0.470432495,0.542013743,0.125280701,0.349562404,0.417162945,0.472617706,0.470744854,-0.294869908,0.022202542,-0.030708599,-0.431867638,-0.378809878,0.043273355
TCGA.AJ.A3BK.01,0.363158456,-0.593458294,0.50572335,-0.470261238,0.456112564,0.047161643,0.371913359,0.200880188,0.392026132,0.424256239,-0.290644661,-0.003840784,-0.15715323,-0.418327941,-0.493116222,0.063779935
TCGA.EY.A547.01,0.262638427,-0.592743574,0.481029882,-0.469692984,0.339295681,0.054296717,0.274113331,0.0715234,0.232415948,0.254289511,-0.242885332,-0.052773218,-0.13544463,-0.426372326,-0.475321028,-0.133667832
TCGA.AG.3605.01,0.103308926,-0.545326141,0.42185792,-0.469216513,0.43463352,0.055364497,0.014141063,0.290042842,0.211889759,0.292593397,-0.233649956,-0.160424824,-0.246314998,-0.433283454,-0.37563927,-0.260122441
TCGA.E7.A7PW.01,-0.046467902,-0.544942112,0.213801135,-0.468801844,0.039417949,-0.158735406,0.035037988,-0.149478549,-0.143319308,-0.189798699,-0.316915266,-0.208153013,-0.334175787,-0.428605927,-0.44790488,-0.419709579
TCGA.CM.4746.01,0.355690082,-0.544615486,0.558491801,-0.468590862,0.520478955,0.262119392,0.204186367,0.396218018,0.412363994,0.449324137,-0.25139262,-0.021863963,-0.132053882,-0.404492703,-0.39319141,-0.019405039
TCGA.JW.A852.01,0.340906499,-0.612386712,0.459329322,-0.467995345,0.444674592,0.099077661,0.341610439,0.250132702,0.376718862,0.402002991,-0.245158227,0.067994421,-0.100146803,-0.425180328,-0.465199609,-0.031216321
TCGA.4V.A9QW.01,0.224020585,-0.574431058,0.475943905,-0.46774756,0.47077926,-0.064931673,0.173785255,-0.075600476,0.202789505,0.422821227,-0.253349295,-0.077840713,-0.149672704,-0.426312772,-0.496793725,-0.179886963
TCGA.MZ.A5BI.01,0.095043998,-0.513870031,0.256751846,-0.467551476,0.189755873,-0.144949468,0.193307516,0.26812277,0.294075333,0.057928159,-0.397684826,-0.145976352,-0.266864254,-0.434082777,-0.414396762,-0.171493761
TCGA.PG.A6IB.01,0.364441175,-0.587704036,0.564526381,-0.467223085,0.406119488,0.077498993,0.356852414,0.258388275,0.34137633,0.373286861,-0.269365854,0.034064061,-0.092802728,-0.406915256,-0.448826729,-0.154839017
TCGA.AG.3602.01,0.263805886,-0.514591795,0.494283745,-0.467029719,0.408541719,0.204940374,-0.044330828,0.379865003,0.368930673,0.391702803,-0.308093022,-0.168401072,-0.20137536,-0.409918436,-0.382222777,0.034543971
TCGA.C5.A2LX.01,0.323786869,-0.536567573,0.505730824,-0.466671704,0.52055671,0.086978746,0.148876617,0.320975422,0.422353995,0.487122537,-0.330136356,-0.133919008,-0.189939448,-0.447187694,-0.439192422,0.015634639
TCGA.G8.6325.01,0.382826935,-0.548975753,0.516086771,-0.46638399,0.540381713,0.164791832,0.173188439,0.411797371,0.466988601,0.510758847,-0.306548612,-0.031918876,-0.181795229,-0.475314853,-0.430521877,0.212865107
TCGA.AA.3544.01,0.273916672,-0.554067023,0.444161066,-0.466350943,0.478180607,0.210314757,0.158884537,0.39260451,0.423638195,0.434823449,-0.278954709,-0.001390383,-0.144031497,-0.437842453,-0.392891866,0.125541086
TCGA.LL.A5YN.01,0.260001524,-0.603244877,0.392715152,-0.466348665,0.40073792,-0.037298484,0.225846887,-0.007811357,0.275797356,0.422119638,-0.319821325,-0.079862002,0.014891763,-0.435300504,-0.52207585,0.058762126
TCGA.2G.AALF.01,0.273538058,-0.574895837,0.541974013,-0.466240807,0.419507687,-0.072293532,0.307542061,0.164336538,0.280836398,0.369446131,-0.25807422,-0.001842732,-0.137225019,-0.419307485,-0.447753104,-0.18329425
TCGA.AX.A1C7.01,0.318127026,-0.585657913,0.535434969,-0.466210154,0.494970137,0.165708153,0.355438852,0.134954014,0.378336239,0.445484578,-0.264844164,0.007279341,-0.071275744,-0.421005446,-0.500024639,0.045518072
TCGA.AX.A3G8.01,0.386682757,-0.570092145,0.539248281,-0.46619111,0.48521342,0.170104645,0.360421557,0.206627765,0.370155792,0.434959066,-0.269183845,0.000268214,-0.062910269,-0.390469454,-0.445438391,-0.020229908
TCGA.IQ.A61I.01,0.124488533,-0.557990008,0.292780121,-0.46588611,0.037347333,0.02442397,0.026899092,0.08305193,0.103706751,-0.00010446,-0.346452878,-0.140336991,-0.182738795,-0.44222029,-0.438282095,-0.148524899
TCGA.R2.A69V.01,0.337352785,-0.490928488,0.447337227,-0.4658242,0.494243291,0.132980892,0.042137681,0.498608902,0.474300587,0.493460646,-0.358176365,-0.120043394,-0.203151625,-0.46721993,-0.380485099,0.287924827
TCGA.RQ.A68N.01,0.217073248,-0.50401498,0.462923403,-0.465764821,0.43829665,-0.170537505,0.034132559,0.373022616,0.292213373,0.39143077,-0.31758139,-0.160242963,-0.3450474,-0.485864647,-0.390653862,-0.105965227
TCGA.D6.A6EM.01,0.401887424,-0.572416895,0.508662925,-0.465602629,0.387054623,0.179294645,0.288488732,0.438729834,0.429376719,0.384109967,-0.282371068,0.07776258,0.006383522,-0.45227695,-0.416789465,0.140773819
TCGA.AJ.A3EL.01,0.384166362,-0.51196976,0.529262488,-0.465514015,0.351020381,-0.013880472,0.374410464,0.324446989,0.41942025,0.345464488,-0.340629531,-0.088184425,-0.196727012,-0.380659992,-0.413243356,-0.079075612
TCGA.QK.A6IJ.01,0.333731693,-0.572743911,0.388829286,-0.465339714,0.361811852,0.118517575,0.307643465,0.285054901,0.398637763,0.357301361,-0.271580865,0.050398541,-0.049417087,-0.431573027,-0.45568096,0.065560888
TCGA.X7.A8DG.01,0.046509027,-0.503158666,0.368024579,-0.465244858,0.41705168,-0.194575335,-0.105815219,-0.11142415,0.040149101,0.328504047,-0.329984147,-0.255374812,-0.310436465,-0.453501048,-0.471965983,-0.28526032
TCGA.C5.A1MF.01,0.439919986,-0.554450526,0.598297108,-0.464420262,0.560420567,0.248763862,0.254603045,0.416785105,0.484588575,0.519659233,-0.268592079,-0.0132928,-0.013331678,-0.418999373,-0.426444652,0.156931661
TCGA.DC.5337.01,0.353978509,-0.495698486,0.606219818,-0.464295412,0.427384685,0.240607023,0.049951409,0.440589261,0.406277462,0.377860434,-0.308313178,-0.128758605,-0.160668701,-0.404460336,-0.361473954,-0.001462317
TCGA.FF.8041.01,0.304094025,-0.509558124,0.510843051,-0.464160283,0.489860748,0.065944971,0.104071361,0.334700557,0.355656041,0.445147159,-0.289639573,-0.144279553,-0.222697601,-0.467770315,-0.433626425,-0.060775634
TCGA.VF.A8AE.01,0.043041494,-0.519872948,0.339877357,-0.464030805,0.289866659,-0.273717279,-0.014918332,0.049015541,0.031785868,0.207897457,-0.352023243,-0.244383545,-0.34751734,-0.441640894,-0.430677853,-0.341411576
TCGA.C5.A2LY.01,0.311738428,-0.56350681,0.451826917,-0.463882909,0.383666287,-0.002461319,0.139696589,0.263319242,0.350529748,0.381472423,-0.279552721,-0.047442754,-0.182946616,-0.443471089,-0.42731122,-0.02809858
TCGA.A5.A2K7.01,0.358940797,-0.548263981,0.536295977,-0.463787299,0.498680638,0.070942807,0.388406675,0.277705434,0.438426321,0.405954468,-0.272201901,0.023126263,-0.079487159,-0.419008715,-0.452562096,-0.077165668
TCGA.AA.A01T.01,0.140900442,-0.576288717,0.191654749,-0.463641927,0.359608047,0.064499867,0.309195968,0.096620593,0.323664684,0.299879497,-0.253718203,0.054568578,-0.069457667,-0.413231829,-0.461266532,-0.132002885
TCGA.DD.AADN.01,0.36358195,-0.565900307,0.506162356,-0.462946908,0.534444019,0.123572823,0.184885598,0.336088131,0.44383544,0.497737135,-0.221577287,-0.050863811,-0.188162705,-0.441609272,-0.457990953,0.083444742
TCGA.10.0936.01,-0.043949876,-0.579949105,0.190046834,-0.462923297,0.241088493,0.000325508,0.085217306,-0.130439344,0.017407282,0.008067457,-0.298848812,-0.172872353,-0.254790096,-0.42707119,-0.469684423,-0.386839094
TCGA.G8.6324.01,0.208402816,-0.51119072,0.439774159,-0.462880934,0.487695414,-0.023647243,-0.003208432,0.089297054,0.27071743,0.467369146,-0.292396711,-0.170267958,-0.248192846,-0.462847567,-0.462991854,-0.129293831
TCGA.C5.A1MQ.01,0.44009102,-0.569845492,0.524993834,-0.462811631,0.5277986,0.128491534,0.333490516,0.343047186,0.461182287,0.524732472,-0.263720707,0.086165093,-0.051720425,-0.449190659,-0.479766178,0.278769079
TCGA.EA.A3QD.01,0.092052181,-0.526117116,0.344351274,-0.462441393,0.309328335,-0.137680883,-0.078739217,0.247224164,0.275135286,0.376254305,-0.33460522,-0.204004461,-0.327011976,-0.468769637,-0.417228681,-0.040047563
TCGA.CN.A6UY.01,0.184835131,-0.560172094,0.35060913,-0.462349051,0.312870697,0.117702537,0.14380925,0.175085143,0.219349172,0.232407728,-0.308143637,-0.077026636,-0.182265752,-0.446406155,-0.437768938,-0.139638143
TCGA.SJ.A6ZJ.01,0.332690027,-0.55921767,0.532547699,-0.462163804,0.486115643,-0.001074094,0.356000562,0.053269167,0.377729046,0.425495842,-0.29522797,-0.059949797,-0.085102756,-0.404848244,-0.511408434,-0.098526601
TCGA.EO.A3AY.01,0.433724573,-0.583175734,0.525599601,-0.461855631,0.498592352,0.109711567,0.437456523,0.298400824,0.460781404,0.472872805,-0.245554866,0.10246607,0.001175618,-0.413129396,-0.47176425,0.145141216
TCGA.DS.A7WI.01,0.36331344,-0.5179063,0.494500568,-0.461768098,0.542745803,0.105450341,0.273508768,0.471978873,0.494332509,0.497666957,-0.27249361,-0.007813156,-0.075895704,-0.442965177,-0.403241754,0.110119763
TCGA.DD.AADO.01,0.376414156,-0.569426278,0.517622917,-0.461626052,0.509625538,0.107969023,0.170176822,0.309273211,0.408513142,0.498906625,-0.227690024,-0.025043356,-0.152507834,-0.443827595,-0.445788197,0.187858253
TCGA.AZ.4313.01,0.338925814,-0.51852155,0.561461394,-0.461266694,0.461124613,0.260994933,0.146231149,0.423318518,0.376382042,0.387211619,-0.254357314,-0.032773136,-0.080831319,-0.395165222,-0.354301896,-0.030791869
TCGA.HD.A6I0.01,0.406559363,-0.549830524,0.500316494,-0.460929052,0.468816312,0.137803667,0.345416662,0.45389228,0.483533016,0.4336035,-0.287271507,0.083635249,0.012761177,-0.433063162,-0.425813371,0.10895772
TCGA.CV.A6JN.01,0.408286058,-0.537966569,0.481370644,-0.460462829,0.436994606,0.24503057,0.368956882,0.49386091,0.488679753,0.406572524,-0.272559782,0.118725281,-0.034440584,-0.421751588,-0.395958056,0.13073405
